timestamp,voltage,current
0.02,47.76032257080078,0.6870628595352173
0.063,47.764801025390625,0.702728807926178
0.079,47.7298698425293,0.7407746315002441
0.099,47.754947662353516,0.7183946967124939
0.119,47.75315856933594,0.7228707075119019
0.139,47.738826751708984,0.6960148215293884
0.179,47.77644348144531,0.6512550115585327
0.2,47.74420166015625,0.6423030495643616
0.219,47.7639045715332,0.6915388107299805
0.239,47.77286148071289,0.6713969111442566
0.259,47.77286148071289,0.6870628595352173
0.299,47.7585334777832,0.606495201587677
0.32,47.742408752441406,0.64006507396698
0.345,47.74778366088867,0.6713969111442566
0.359,47.751365661621094,0.669158935546875
0.4,47.75405502319336,0.6624449491500854
0.419,47.749576568603516,0.6870628595352173
0.443,47.745994567871094,0.6624449491500854
0.461,47.75584411621094,0.7295846939086914
0.481,47.74151611328125,0.7430126070976257
0.519,47.73434829711914,0.6937767863273621
0.539,47.74688720703125,0.6893008351325989
0.559,47.76032257080078,0.6870628595352173
0.583,47.733455657958984,0.6803488731384277
0.598,47.7639045715332,0.6445410251617432
0.64,47.738826751708984,0.6512550115585327
0.659,47.74867630004883,0.7743444442749023
0.681,47.74330520629883,0.7228707075119019
0.698,47.75674057006836,0.7251086831092834
0.719,47.736141204833984,0.7116807699203491
0.759,47.742408752441406,0.7474885582923889
0.783,47.72002029418945,0.7251086831092834
0.799,47.749576568603516,0.7497265934944153
0.819,47.731666564941406,0.7519645690917969
0.839,47.731666564941406,0.7855343818664551
0.881,47.702110290527344,0.7519645690917969
0.899,47.72897720336914,0.7676304578781128
0.918,47.72539520263672,0.8034383058547974
0.939,47.742408752441406,0.7743444442749023
0.959,47.76121520996094,0.8481980562210083
0.998,47.74330520629883,0.7497265934944153
1.019,47.707481384277344,0.8392460942268372
1.04,47.75315856933594,0.7944863438606262
1.06,47.72897720336914,0.8459600806236267
1.08,47.705692291259766,0.8325321674346924
1.119,47.69046401977539,0.8481980562210083
1.139,47.736141204833984,0.7519645690917969
1.16,47.73524475097656,0.8772919774055481
1.178,47.7030029296875,0.7497265934944153
1.219,47.718231201171875,0.7743444442749023
1.239,47.731666564941406,0.8191041946411133
1.259,47.74061965942383,0.7698684930801392
1.28,47.7244987487793,0.7922483682632446
1.3,47.75674057006836,0.7497265934944153
1.339,47.73434829711914,0.6937767863273621
1.359,47.75763702392578,0.7497265934944153
1.378,47.731666564941406,0.7497265934944153
1.401,47.75674057006836,0.7251086831092834
1.419,47.73434829711914,0.731822669506073
1.459,47.73793411254883,0.7161567211151123
1.479,47.718231201171875,0.6803488731384277
1.502,47.75674057006836,0.7161567211151123
1.519,47.72808074951172,0.6937767863273621
1.538,47.736141204833984,0.6355891227722168
1.58,47.71733093261719,0.702728807926178
1.601,47.77196502685547,0.702728807926178
1.618,47.73255920410156,0.702728807926178
1.639,47.742408752441406,0.702728807926178
1.7,47.72539520263672,0.6579689979553223
1.719,47.73255920410156,0.7251086831092834
1.739,47.731666564941406,0.664682924747467
1.759,47.749576568603516,0.6355891227722168
1.778,47.733455657958984,0.6624449491500854
1.819,47.737037658691406,0.6825868487358093
1.838,47.7639045715332,0.6355891227722168
1.859,47.749576568603516,0.6132091879844666
1.879,47.73793411254883,0.6669209599494934
1.898,47.75584411621094,0.6893008351325989
1.939,47.742408752441406,0.6534929871559143
1.958,47.73793411254883,0.6490170359611511
1.98,47.72897720336914,0.7340606451034546
1.999,47.76032257080078,0.702728807926178
2.02,47.74688720703125,0.7340606451034546
2.059,47.74330520629883,0.7295846939086914
2.079,47.73255920410156,0.7161567211151123
2.099,47.739723205566406,0.760916531085968
2.119,47.74688720703125,0.7251086831092834
2.139,47.71733093261719,0.6669209599494934
2.179,47.71733093261719,0.7877723574638367
2.2,47.74330520629883,0.7385365962982178
2.22,47.745994567871094,0.760916531085968
2.239,47.745994567871094,0.69825279712677
2.28,47.718231201171875,0.727346658706665
2.299,47.764801025390625,0.7922483682632446
2.319,47.736141204833984,0.8213422298431396
2.339,47.77465057373047,0.69825279712677
2.359,47.77196502685547,0.7251086831092834
2.398,47.76121520996094,0.7877723574638367
2.419,47.74688720703125,0.731822669506073
2.439,47.742408752441406,0.6243991255760193
2.459,47.72539520263672,0.6266371607780457
2.52,47.718231201171875,0.6602069735527039
2.538,47.7639045715332,0.6781108975410461
2.621,47.73255920410156,0.6624449491500854
2.621,47.73524475097656,0.7161567211151123
2.624,47.72808074951172,0.6154471635818481
2.639,47.749576568603516,0.6669209599494934
2.659,47.74688720703125,0.6870628595352173
2.698,47.745994567871094,0.7362986207008362
2.719,47.73524475097656,0.6781108975410461
2.739,47.738826751708984,0.6154471635818481
2.759,47.72897720336914,0.6624449491500854
2.779,47.720916748046875,0.7251086831092834
2.819,47.739723205566406,0.7161567211151123
2.839,47.777339935302734,0.6579689979553223
2.859,47.742408752441406,0.6624449491500854
2.879,47.738826751708984,0.7139187455177307
2.898,47.75674057006836,0.7586784958839417
2.942,47.79256057739258,0.6534929871559143
2.958,47.745994567871094,0.6579689979553223
2.979,47.72002029418945,0.69825279712677
2.999,47.75674057006836,0.7519645690917969
3.019,47.75674057006836,0.6893008351325989
3.059,47.73255920410156,0.6602069735527039
3.079,47.71375274658203,0.6960148215293884
3.098,47.72897720336914,0.6781108975410461
3.119,47.720916748046875,0.6758729219436646
3.179,47.7030029296875,0.6311131119728088
3.199,47.742408752441406,0.7161567211151123
3.219,47.742408752441406,0.6937767863273621
3.239,47.75405502319336,0.7004908323287964
3.259,47.75674057006836,0.6221611499786377
3.299,47.749576568603516,0.669158935546875
3.319,47.739723205566406,0.6602069735527039
3.34,47.75674057006836,0.6176851391792297
3.359,47.74688720703125,0.6870628595352173
3.378,47.736141204833984,0.6266371607780457
3.419,47.74330520629883,0.6624449491500854
3.439,47.76121520996094,0.7139187455177307
3.459,47.73524475097656,0.69825279712677
3.479,47.72897720336914,0.7161567211151123
3.498,47.72808074951172,0.6602069735527039
3.538,47.780025482177734,0.7295846939086914
3.559,47.739723205566406,0.7340606451034546
3.578,47.73076629638672,0.7497265934944153
3.599,47.75674057006836,0.7139187455177307
3.619,47.73255920410156,0.7139187455177307
3.659,47.75674057006836,0.6870628595352173
3.679,47.738826751708984,0.6713969111442566
3.699,47.75763702392578,0.702728807926178
3.719,47.74867630004883,0.6870628595352173
3.76,47.76121520996094,0.7519645690917969
3.779,47.7244987487793,0.6893008351325989
3.799,47.76121520996094,0.6423030495643616
3.818,47.73255920410156,0.6512550115585327
3.839,47.764801025390625,0.669158935546875
3.899,47.764801025390625,0.6758729219436646
3.919,47.75047302246094,0.6937767863273621
3.942,47.77823257446289,0.6378270983695984
3.96,47.736141204833984,0.7072047591209412
3.978,47.742408752441406,0.5706873536109924
4.019,47.742408752441406,0.702728807926178
4.039,47.75405502319336,0.7139187455177307
4.06,47.72539520263672,0.7295846939086914
4.079,47.7244987487793,0.6713969111442566
4.099,47.74867630004883,0.5930672883987427
4.139,47.77107238769531,0.69825279712677
4.16,47.74867630004883,0.8235802054405212
4.179,47.737037658691406,0.702728807926178
4.199,47.77196502685547,0.7251086831092834
4.22,47.74688720703125,0.859387993812561
4.259,47.75047302246094,0.8370081186294556
4.279,47.720916748046875,0.7251086831092834
4.299,47.745994567871094,0.7721064686775208
4.319,47.69136047363281,0.9220517873764038
4.359,47.693153381347656,0.8526740670204163
